id,semestre,mate1203,leng1501,lite1611,definitiva_profesor,retiro_banner,definitiva_banner
12360,201510,0,0,3,76,3,45,0,3,5
12361,201510,0,3,7,0,3,13,0,4
12362,201510,3,0,0,4,41,0,4,5
12363,201510,0,0,0,3,05,0,3
12364,201510,3,2,0,0,3,05,0,3
12365,201510,4,61,0,4,4,37,0,4,5
12366,201510,0,0,0,3,07,0,3
12367,201510,0,4,1,0,3,98,0,4
12368,201510,0,0,3,9,3,62,0,3,5
12369,201510,0,0,4,3,3,37,0,3,5
12370,201510,0,0,0,4,51,0,4,5
12371,201510,3,0,4,03,4,45,0,4,5
12372,201510,0,0,3,3,58,0,3,5
12373,201510,0,4,7,0,2,55,0,2,5
12374,201510,0,0,4,46,4,11,0,4
12375,201510,3,09,4,54,0,3,55,0,3,5
12376,201510,0,3,78,0,2,61,0,2,5
12377,201510,3,95,4,02,0,4,66,0,4,5
12378,201510,3,7,4,35,0,4,53,0,4,5
12379,201510,3,99,0,0,3,11,0,3
12380,201510,0,0,3,78,3,81,0,4
12381,201510,3,12,0,4,5,3,52,0,3,5
12382,201510,0,0,4,29,4,29,0,4,5
12383,201510,0,0,3,83,4,72,0,5
12384,201510,0,0,4,58,4,83,0,5
12385,201510,0,4,56,0,4,39,0,4,5
12386,201510,3,17,4,49,0,3,82,0,4
12387,201510,0,0,0,2,76,0,2,5
12388,201510,0,4,0,4,13,0,4
12389,201510,0,0,3,75,3,75,0,4
12390,201510,0,0,0,3,04,0,3
12391,201510,3,06,4,37,0,4,74,0,5
12392,201510,0,3,91,0,2,74,0,2,5
12393,201510,0,0,3,75,4,69,0,5
12394,201510,2,54,3,87,0,4,26,0,4,5
12395,201510,3,3,4,17,0,4,71,0,5
12396,201510,0,4,0,3,58,0,3,5
12397,201510,0,0,4,4,4,64,0,4,5
12398,201510,0,0,4,36,4,46,0,4,5
12399,201510,2,8,0,4,5,4,3,0,4,5
12400,201510,3,1,0,4,64,3,54,0,3,5
12401,201510,3,11,0,3,5,2,57,0,2,5
12402,201510,0,3,31,0,4,25,0,4,5
12403,201510,4,5,0,4,77,4,67,0,4,5
12404,201510,3,0,3,4,75,0,5
12405,201510,3,1,0,0,4,61,0,4,5
12406,201510,3,0,0,4,16,0,4
12407,201510,3,3,4,16,0,4,3,0,4,5
12408,201510,0,4,5,0,4,88,0,5
12409,201510,2,1,2,87,4,72,3,46,0,3,5
12410,201510,3,9,4,35,0,4,44,0,4,5
12411,201510,3,8,0,4,76,4,81,0,5
12412,201510,0,4,01,0,3,52,0,3,5
12413,201510,0,0,0,3,28,0,3,5
12414,201510,3,54,4,4,0,4,52,0,4,5
12415,201510,0,4,5,0,3,85,0,4
12416,201510,0,0,0,4,47,0,4,5
12417,201510,0,4,75,0,2,88,0,3
12418,201510,3,0,0,1,13,0,1,5
12419,201510,0,4,5,0,4,75,0,5
12420,201510,2,5,4,0,2,41,0,2,5
12421,201510,3,1,0,3,4,28,0,4,5
12422,201510,3,58,3,43,0,4,56,0,4,5
12423,201510,3,6,4,79,0,3,77,0,4
12424,201510,3,0,4,26,3,67,0,3,5
12425,201510,3,73,4,23,0,4,79,0,5
12426,201510,0,1,7,0,4,3,0,4,5
